,ASIN,Brand,Category,SalesRank,BrandURL
630,B075NWV2C8,AQUARIUS,"Toys & Games,Games & Accessories,Card Games,Standard Playing Card Decks",180413,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AAQUARIUS
3037,B003H51HC0,DJECO,"Toys & Games,Arts & Crafts,Stickers",189449,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ADJECO
3876,B00BQ19OOA,YU-GI-OH!,"Toys & Games,Games & Accessories,Card Games,Collectible Card Games,Decks & Sets",197418,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AYU-GI-OH!
1506,B000Y1SRGY,Bella Sara,"Toys & Games,Games & Accessories",199834,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ABella+Sara
4524,B002XNZD0Y,Brybelly,"Toys & Games,Games & Accessories,Card Games,Standard Playing Card Decks",200990,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ABrybelly
4244,B08RDJ26WX,MAGIKON,"Toys & Games,Puzzles,Brain Teasers,Assembly & Disentanglement Puzzles",207274,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AMAGIKON
4729,B01LYJRLM4,Yeahgoshopping,"Toys & Games,Novelty & Gag Toys,Magic Kits & Accessories",226402,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AYeahgoshopping
1606,B000I8XZJC,Rubie's,Toys & Games,237251,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ARubie's
2154,B004V4WJWS,WhitneyApps,"Toys & Games,Learning & Education,Flash Cards",241276,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AWhitneyApps
1226,B00Y1ZCAQ2,craftslook,Toys & Games,246207,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3Acraftslook
1544,B07BQK8NYK,MGA Entertainment,"Toys & Games,Games & Accessories",248955,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AMGA+Entertainment
2086,B01BY1K4C2,Star Wars,"Toys & Games,Toy Figures & Playsets,Action Figures",252275,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AStar+Wars
833,B07QS5PPB5,Alpha Games Studios: 3D Action Simulation,"Toys & Games,Games & Accessories,Board Games",252315,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AAlpha+Games+Studios:+3D+Action+Simulation
1651,B01N6PMMLX,LEGO Pavlysh,Toys & Games,257340,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ALEGO+Pavlysh
1161,B07B8TDZY1,Dragon,"Toys & Games,Games & Accessories,Card Games,Collectible Card Games,Singles",258646,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ADragon
900,B000VKTSZW,Delta Writing Instruments,"Toys & Games,Novelty & Gag Toys,Fortune Telling Toys",262101,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ADelta+Writing+Instruments
1808,B00KTMCONU,Patch Products Inc.,"Toys & Games,Games & Accessories,Card Games,Standard Playing Card Decks",268815,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3APatch+Products+Inc.
1206,B000B5MV88,University Games,"Toys & Games,Games & Accessories,Card Games",268841,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AUniversity+Games
1476,B016S7TI88,Nintendo,"Toys & Games,Kids' Electronics",285449,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ANintendo
1734,B08RHXRDB6,Greenbrier International,"Toys & Games,Games & Accessories,Card Games,Standard Playing Card Decks",291230,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AGreenbrier+International
2706,B01AG29C4G,Piatnik,"Toys & Games,Games & Accessories,Card Games,Collectible Card Games,Booster Packs",318710,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3APiatnik
2426,B00TTP5TWG,November31,Toys & Games,320739,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ANovember31
2024,B07933QL4S,Bendon Publishing International,"Toys & Games,Arts & Crafts",320818,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ABendon+Publishing+International
2441,B091TKGQ87,Voglily,Toys & Games,324783,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AVoglily
3535,B07J1L738Q,Dragon Ball Super TCG Singles,"Toys & Games,Games & Accessories,Card Games,Collectible Card Games,Singles",328151,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ADragon+Ball+Super+TCG+Singles
2390,B0069UVDB0,X-Kites,"Toys & Games,Sports & Outdoor Play,Kites & Wind Spinners,Kites",348529,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AX-Kites
4069,B01FWORQXW,Cardfight%21%21 Vanguard TCG,"Toys & Games,Games & Accessories,Card Games,Collectible Card Games,Singles",350583,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ACardfight%21%21+Vanguard+TCG
4966,B00O363PTK,Weiss Schwarz,"Toys & Games,Games & Accessories,Card Games,Collectible Card Games,Singles",359579,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AWeiss+Schwarz
3521,B01GLYG084,The Paper Studio,"Toys & Games,Arts & Crafts,Stickers",364813,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AThe+Paper+Studio
4873,B07KF89T7J,BINEYSMITH,"Toys & Games,Arts & Crafts,Drawing & Painting Supplies,Crayons",368883,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ABINEYSMITH
3016,B001EBP2VQ,Unknown,"Toys & Games,Stuffed Animals & Plush Toys,Plush Puppets",373645,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AUnknown
3270,B08YS8NW9R,HeroClix,"Toys & Games,Toy Figures & Playsets,Action Figures",390654,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AHeroClix
4781,B086WX6BSG,Gift Republic,"Toys & Games,Games & Accessories,Travel Games",413060,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AGift+Republic
4269,B0031Q83YU,PIONEER BALLOON COMPANY,Toys & Games,416191,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3APIONEER+BALLOON+COMPANY
4139,B00KRNC24W,Disney,"Toys & Games,Arts & Crafts,Stickers",417288,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ADisney
2281,B00H6ROVRS,Jigsaw Imperium,"Toys & Games,Puzzles,Jigsaw Puzzles",424084,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AJigsaw+Imperium
4838,B003M5INN6,Webkinz,"Toys & Games,Stuffed Animals & Plush Toys,Stuffed Animals & Teddy Bears",425613,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AWebkinz
4865,B07QJTMKKH,Kstamps Singles,"Toys & Games,Games & Accessories,Card Games,Collectible Card Games,Singles",427296,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AKstamps+Singles
1856,B007Q1DBOI,Digimon,"Toys & Games,Games & Accessories,Card Games,Collectible Card Games,Singles",435972,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ADigimon
4615,B00AX5E0C6,Sanrio,"Toys & Games,Arts & Crafts",439450,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ASanrio
4751,B0046R57RE,Anagram International,"Toys & Games,Party Supplies,Balloons",440003,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AAnagram+International
4843,B000ER8FA6,Traxxas,"Toys & Games,Hobbies,Remote & App Controlled Vehicles & Parts,Remote & App Controlled Vehicle Parts,Power Plant & Driveline Systems,Brakes",451753,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ATraxxas
3010,B01N4F73O6,Force Of Will,"Toys & Games,Games & Accessories,Card Games,Collectible Card Games,Singles",467951,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AForce+Of+Will
5289,B07SFTKMJW,KOOBOOK,"Toys & Games,Dolls & Accessories,Dollhouse Accessories,Décor",469156,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AKOOBOOK
5138,B002B30IVU,Pokemon Company International,"Toys & Games,Games & Accessories,Card Games,Collectible Card Games,Singles",487089,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3APokemon+Company+International
3935,B001OBMY3U,Century Novelty,"Toys & Games,Games & Accessories,Board Games",507938,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ACentury+Novelty
5418,B00DRN4EA4,NECA,"Toys & Games,Games & Accessories",536628,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ANECA
5964,B01JK9QCNK,Novelty Inc.,"Toys & Games,Learning & Education,Solar Power Kits",575697,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ANovelty+Inc.
4645,B01BLT14S0,HENRY GAMES,"Toys & Games,Sports & Outdoor Play,Bubbles",681907,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AHENRY+GAMES
215848,B08DR87C66,KANGneei,"Toys & Games,Sports & Outdoor Play,Bubbles",756821,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AKANGneei
215856,B017CEZRGI,DTE plush,"Toys & Games,Stuffed Animals & Plush Toys",782606,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3ADTE+plush
3512,B0145ZDP4S,Wizkids,"Toys & Games,Toy Figures & Playsets",1422517,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AWizkids
3515,B00O6FLOPK,WizKidz,"Toys & Games,Toy Figures & Playsets",1489464,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AWizKidz
3514,B0145V5K5Y,WizKids,"Toys & Games,Toy Figures & Playsets",1588187,https://www.amazon.com/s?rh=n%3A165793011%2Cp_89%3AWizKids
